epoch,channel,mean,variance,skewness,kurtosis,delta_power,theta_power,alpha_power,beta_power,gamma_power,entropy
8,Oz,-5.538126892571843e-07,5.820924123212396e-11,0.2783694389894978,-0.4253982693173515,2.0994015964954695e-11,1.7138996923936197e-11,3.58607819405643e-11,4.512972038872491e-11,5.9848103526662685e-12,2.809348212050338e-09
8,O2,-3.7520999520159963e-07,6.726662350593375e-11,0.19953644642230267,0.000808611681605953,1.6314270477241275e-11,1.9999399720664046e-11,5.409242320702427e-11,5.3389255157308096e-11,5.458928940326517e-12,3.3277391983999197e-09
8,PO4,8.678870652891963e-07,6.383102750183207e-11,0.4944541882072199,0.29359488148753954,2.5867261496333625e-11,1.3680190029458667e-11,4.933999296254447e-11,4.719790435320089e-11,5.418044776965422e-12,3.4675888540630384e-09
8,P4,6.812717674611551e-07,8.082287250477614e-11,0.4609653970593971,0.6384244123347984,4.822715167092488e-11,8.533078036033779e-12,4.747244146345911e-11,5.509192558157436e-11,5.635900788446681e-12,4.667722748058832e-09
8,P8,4.532535799390944e-07,5.3629228367918046e-11,0.3591516683745388,0.009062982996951963,1.7342847319925017e-11,1.5494260235594076e-11,5.4490116720344226e-11,4.2938754496447974e-11,7.035925352106119e-12,3.082420924425341e-09
8,CP6,1.3973836315584993e-07,5.028871035622786e-11,0.14093923196928204,0.07665282086119118,1.780919585241196e-11,8.562569924799674e-12,4.722901726911248e-11,4.9606450651631157e-11,6.192322693081261e-12,3.0124677753359347e-09
8,CP2,6.345572343074302e-07,2.4372445846033085e-11,0.42990957859004536,0.3740037878217781,5.511690381422602e-12,4.150575596668806e-12,2.1194907216690975e-11,3.2674955627346436e-11,3.3473714575705485e-12,1.4801886931299168e-09
8,C4,5.361620692928803e-06,6.548344409742098e-11,0.20199786491944197,-0.14498517731015248,1.6822933146186854e-11,1.0274483701076678e-11,3.616337126922601e-11,3.685681429474608e-11,4.612016622935196e-12,3.1840507378584757e-09
8,T8,9.948703481533462e-07,5.4467545134044306e-11,0.03043357901758338,0.008814260415825892,1.7835284492051617e-11,1.2308472854559193e-11,4.5627211703478435e-11,4.203258832570512e-11,1.976970164599263e-11,3.2030989899574114e-09
8,FC6,1.5284299062563563e-06,5.0177920088049295e-11,0.6677075044990455,0.548660344824365,7.404464260610365e-12,7.972261329274908e-12,4.8795660645788665e-11,3.229805666373187e-11,9.867375611452641e-12,2.4294082013531534e-09
8,FC2,-2.638376154536581e-07,2.734268864030775e-11,-0.17645631442250728,0.992727821641529,1.0988268914727521e-11,6.789046605072327e-12,5.0664511965840675e-11,1.7994932199252337e-11,2.3845755690576696e-12,2.007590729927721e-09
8,F4,1.910333840193519e-07,5.865293900902664e-11,0.0222531024965546,0.40072564608466665,2.2364657849303775e-11,7.0846415514132765e-12,4.6350530928933524e-11,3.9983862084541116e-11,1.8020372298301993e-11,3.281293240153213e-09
8,F8,9.23562079721186e-07,4.406213738182455e-11,0.11791309899644756,-0.3381571332877371,3.282488206714249e-11,7.365716452679663e-12,3.9250468511934396e-11,2.482488862425426e-11,8.426197905311037e-12,2.621514479801118e-09
8,AF4,3.9767237054520494e-07,2.874138367348315e-11,0.21446601148663724,0.7314967107880936,7.761065296099004e-12,4.370433852836578e-12,3.402003302917223e-11,2.4282799755817882e-11,8.516628306504188e-12,1.837673515592372e-09
8,Fp2,2.6662688466914705e-07,2.288140148707697e-11,0.1816204667260419,-0.12871257301146155,8.551521193872288e-12,4.410965847434467e-12,2.655226648123484e-11,1.4389645630499179e-11,3.58766389311545e-12,1.3471005458974067e-09
8,Fz,-1.604283731247476e-07,2.721276980437671e-11,0.30597192248934985,0.26138802225998337,1.6354293998633398e-11,3.143228265704943e-12,3.976083258428448e-11,1.586222708954292e-11,3.4349729569427716e-12,1.860108452315814e-09
8,Cz,6.770765813973598e-07,1.841504573728858e-11,0.564971647930111,1.2341791868482455,2.1552693929551944e-12,1.0683264610620082e-12,2.747927107048556e-11,2.406636642516803e-11,9.570875452500586e-13,1.299581006171702e-09
8,EXG1,-1.9465989517143374e-07,7.6724465850408e-11,0.37772365839940175,-0.07067182348310785,4.694651791183418e-11,1.743692060341046e-11,4.35474894368733e-11,5.3331579185677825e-11,1.3028360036947375e-11,4.28273564454314e-09
9,Fp1,4.911030993122016e-07,4.208600999875676e-11,-0.057882399498143985,0.1265562968086611,7.077287053585444e-12,1.0886606774994482e-11,1.6103624485012078e-11,3.157921404015234e-11,2.2125971402697478e-11,2.161717958918923e-09
9,AF3,9.055989548491746e-07,3.271148471723738e-11,-0.039756042419107636,-0.3369655460698535,5.799689383140222e-12,9.3455282664402e-12,1.6902990002834543e-11,1.541242397156627e-11,1.006186249656699e-11,1.477734827825423e-09
9,F7,-1.114741915842799e-06,1.0710337516598087e-10,-0.1317356154461704,-0.7157155706810916,3.5288752469792407e-11,3.5776025147518115e-11,3.108002427180476e-11,4.2259848754733434e-11,5.403954278606461e-12,5.471475137927588e-09
9,F3,4.503872139386059e-07,4.278820500162665e-11,-0.1102616593668248,-0.16456763357063853,1.1206143280133494e-11,1.0582314118507197e-11,2.2444889214733822e-11,2.5281633742576028e-11,5.898935352606037e-12,2.064019077472542e-09
9,FC1,8.844756322706083e-08,2.6206659340889075e-11,-0.22806171708380082,-0.033297517533444676,7.85532953140876e-12,5.8685449666127206e-12,1.700946177126044e-11,1.7173091051108848e-11,1.1267990166807946e-12,1.2331582703309521e-09
9,FC5,-4.3228468911138404e-08,4.535628653194681e-11,-0.09274124245865953,-0.4889058431247082,1.8780787230506076e-11,1.6653021168228605e-11,1.6840138806181126e-11,3.2213766542014504e-11,2.6285134332142638e-12,2.2654206346044e-09
9,T7,-1.3422508772962846e-07,7.560665801984638e-11,-0.052070489695488345,-0.3019691912395488,2.4922674635181978e-11,2.5578769386674e-11,3.310688710712476e-11,8.12023374005119e-11,4.933605592990041e-12,4.11743217638424e-09
9,C3,-2.8692199968556155e-07,1.3398861596412618e-11,-0.1452469292316381,-0.5474030145384954,3.957780241877972e-12,2.5317089397356407e-12,5.636482410817996e-12,1.2789674270458462e-11,6.452239357907675e-13,6.184143909830677e-10
9,CP1,-6.232816758719789e-07,3.195170497846147e-11,0.13479090954281323,0.13269544347223006,5.1588171575249755e-12,2.7905577656930047e-11,3.5291791954219723e-11,2.7787369689638928e-11,9.840382190374506e-13,2.1077405067392693e-09
9,CP5,-5.366646714265483e-07,6.302868855575998e-11,0.23955823915017932,0.31116704959094843,2.3891744720469515e-11,2.3452852379550582e-11,3.422814461224797e-11,8.330706841397848e-11,2.1148926597773694e-12,3.656906204015832e-09
9,P7,-7.58240466049131e-08,1.05702014231325e-10,0.013321694173348046,-0.1451216070295529,2.7399182139934154e-11,7.979904144456077e-11,6.095888125765918e-11,1.3076925511252166e-10,5.6983344152770745e-12,6.403900471648558e-09
9,P3,-5.146022259347799e-07,8.03425146577059e-11,0.17853674828476135,0.6499889627187461,9.882381886862242e-12,7.361275945747202e-11,7.224539897403407e-11,9.172140197691214e-11,2.050525366365143e-12,5.294819263786364e-09
9,Pz,-4.017788916655371e-07,8.171779372892438e-11,-0.24777077863710106,0.4696252835049419,1.650736931849883e-11,7.573036742235147e-11,1.0210787882886153e-10,5.565187019410423e-11,1.8050235458442516e-12,5.7185512575372125e-09
9,PO3,-4.0223424930851145e-07,1.3770937336475496e-10,0.011258661449282354,1.3771324886914673,2.5019541646998103e-11,1.64157169253164e-10,1.3253501383519183e-10,1.34585542042298e-10,3.504015815220995e-12,9.739568273065184e-09
9,O1,-2.7573697258137656e-07,1.482060890132633e-10,0.10404268237657747,1.327731865489909,4.8902186211277046e-11,1.5685681457184487e-10,1.3217743542105735e-10,1.404182224635495e-10,4.615518492459612e-12,1.0263112219765074e-08
9,Oz,-1.9416748754824823e-07,1.5146782233324397e-10,0.1295842887243929,0.21236527081154177,6.338069406926828e-11,1.2504199851610377e-10,1.2822075700717154e-10,1.242065661755961e-10,5.697518969720401e-12,9.643757960981274e-09
9,O2,4.6235657439704466e-07,1.6731860480033588e-10,0.07332972469957072,-0.3667098851872188,6.010405250041355e-11,1.46971198290319e-10,1.3720844482283395e-10,1.1977565900427552e-10,7.932081642944429e-12,9.977830557273952e-09
9,PO4,-3.926057782825033e-07,1.5524488427582182e-10,-0.022500425647003608,-0.289015300224968,4.387064893173942e-11,1.1279480467638384e-10,1.4291398340516504e-10,9.546311318170834e-11,4.835111994670671e-12,9.266426569995865e-09
9,P4,-1.2318935588512134e-06,1.0419732684706621e-10,-0.21332631512403613,-0.18439987748358844,2.896934465045725e-11,6.13980507238609e-11,1.052602494416357e-10,7.952891617391814e-11,3.88523745200831e-12,6.29323526278954e-09
9,P8,-4.4163273373225996e-07,9.11464328114086e-11,-0.05334079315795318,-0.3173303795340816,2.208671277052075e-11,4.960719536358065e-11,5.1427372908197634e-11,1.054161806695185e-10,7.301863044923607e-12,5.222841068486676e-09
9,CP6,-1.3732929834972608e-07,7.643073863660148e-11,-0.19086712689172472,0.14857023771938938,1.8851578783275324e-11,3.9156074119350736e-11,4.989166535913769e-11,8.480670034030779e-11,5.302936650616242e-12,4.315554007590022e-09
9,CP2,-6.714536839165068e-08,4.1039386315825916e-11,-0.32590520714524834,-0.3480350290494991,1.0417904383291965e-11,1.981211333005495e-11,3.392995211655611e-11,2.835579852096351e-11,1.4305810876008615e-12,2.3154057814013153e-09
9,C4,-1.8802454416013637e-07,4.340081820719253e-11,-0.5172826686480982,0.45925784299133054,1.2831380682400416e-11,1.3769175694197414e-11,2.315684863321882e-11,4.6172218508300465e-11,3.763052415759061e-12,2.241747207059109e-09
9,T8,-9.588049924888284e-07,7.496494101198576e-11,0.006858581733822808,0.0062916426152708205,4.3060163938307366e-11,2.781452822765062e-11,1.5933757607826984e-11,8.885632383543556e-11,1.6401710454930865e-11,4.387002102569788e-09
9,FC6,-2.0211963468025204e-07,6.196394674528114e-11,0.09533584714488323,0.2889332792389063,4.6166057057784924e-11,1.6561810719511524e-11,1.8652239952896606e-11,6.552211389469567e-11,7.095012957632173e-12,3.50614311639631e-09
9,FC2,6.692354549160233e-07,3.0367627958856393e-11,-0.04747658499652665,0.6688929212009005,4.384220689946342e-12,1.0072295788201058e-11,1.2392467529446962e-11,4.4632554161635944e-11,1.5795375881505097e-12,1.6186053951391977e-09
9,F4,2.7944352384371618e-09,5.382203630314012e-11,0.021732783402193707,0.16447133143077064,1.8459933015740976e-11,1.7152067070257527e-11,1.911644123233659e-11,4.928777429719561e-11,1.563998898109389e-11,2.633586570852431e-09
9,F8,-6.872658140046028e-07,7.39639220600583e-11,-0.13997695486799408,-0.35558092846162337,2.5065709307725975e-11,1.7591817775865012e-11,1.9170046111699963e-11,6.599061963207157e-11,7.31118124372578e-12,3.459175718872205e-09
9,AF4,-1.383241477421315e-07,3.469864411613516e-11,-0.022333570040932463,-0.15381437800539643,1.1716015641812439e-11,1.1878586336854622e-11,1.8385178106720583e-11,4.094636505723338e-11,7.953500111786708e-12,2.0090286905329804e-09
9,Fp2,-2.3593687418714706e-07,2.3329202380562245e-11,-0.2296361613976351,0.3348061406052647,9.479970099451367e-12,9.183420037872158e-12,1.612144005912095e-11,1.6816302871594768e-11,4.265857493821195e-12,1.3204149274220693e-09
9,Fz,6.851633449452642e-07,3.050640485964661e-11,-0.2140534293370073,0.09955919810776281,4.87577236473642e-12,1.2315918530485664e-11,2.2852243437976253e-11,3.030332885671861e-11,3.221146978084195e-12,1.6731529860356658e-09
9,Cz,-2.7667588063230416e-07,1.410790950895556e-11,0.2739096747764307,0.44244761352989004,7.460510171095618e-12,2.929332643777024e-12,4.110160656034426e-12,1.3664281329157833e-11,5.317725056710794e-13,6.389041640442275e-10
9,EXG1,9.370655909717199e-08,1.0617393255560096e-10,-0.17166299926791084,-0.4034870922197209,3.1047737941504674e-11,4.824896967591983e-11,4.814075845928753e-11,1.1958569774367269e-10,1.0196742765301317e-11,6.046536202093809e-09
10,Fp1,-2.821472379201885e-09,4.760510061128952e-11,0.14666031643133612,0.25858592328988195,1.1296035557585146e-11,9.254286607753677e-12,7.482724591752559e-12,2.6071750338647955e-11,2.2251424507926554e-11,1.9127841232190278e-09
10,AF3,-2.536725421081607e-07,3.213156804530916e-11,-0.323295633893269,-0.26266990090018005,1.963193467860521e-11,1.0081996797743663e-11,1.0784245647028122e-11,1.280496558796645e-11,5.30710536576183e-12,1.3783819714395913e-09
10,F7,1.4766044743548364e-07,1.0407912696141209e-10,-0.5052007309059937,0.7014815312832141,8.333724942524267e-11,4.6430038018492105e-11,2.771150514575098e-11,1.8050845928741055e-11,6.0905130666225545e-12,4.44493035135261e-09
10,F3,-9.429142263705788e-07,3.70204705353365e-11,-0.20639140682620263,0.28274851841782134,2.0104846747376724e-11,1.948622892298622e-11,1.3949655222351183e-11,1.374009641901417e-11,9.584308754642445e-12,1.7139719586324273e-09
10,FC1,2.792877566449019e-07,6.848071974282765e-12,0.04600913465573726,-0.38837014812463444,2.6265576242707804e-12,3.5522132119018415e-12,4.6345410570802415e-12,4.291522204271978e-12,6.37270641183173e-13,3.957338391797158e-10
10,FC5,-2.193732562647056e-07,5.137844641007596e-11,-0.44425902654371197,0.5887261441501792,3.5078768887346095e-11,2.6250449285645234e-11,2.3809906945562166e-11,1.617236763894978e-11,2.619590051161855e-12,2.2382716128331196e-09
10,T7,-3.683259841575752e-07,8.062166878168312e-11,-0.3989674114638667,-0.04689322040890698,2.5396554061744883e-11,3.9890881518497806e-11,3.453810115904008e-11,2.747354896216044e-11,4.545818642296584e-12,3.5108847186714873e-09
10,C3,-2.6350138968003956e-07,8.518719001225963e-12,-0.41642558097981913,1.0655290037139062,6.1592065340824896e-12,1.4196117406400019e-12,1.9496944309502216e-12,6.583116778526762e-12,7.512099117210457e-13,3.807856873988468e-10
10,CP1,-1.0813840342597437e-07,1.1856184176663467e-11,-0.003559636736359086,-0.3021143307558902,3.220455613344681e-12,3.24796811553678e-12,6.160821562161026e-12,1.1083094852130741e-11,9.123480067125108e-13,5.72254543248855e-10
10,CP5,-5.474184197972485e-09,4.386253853315179e-11,0.08982242600049196,-0.3186721145234972,7.535379206471138e-12,7.652793729086878e-12,1.2807753511435364e-11,3.154268854482104e-11,2.1159151660747484e-12,1.7168199613378845e-09
10,P7,-2.6311731822832414e-07,7.637156601353317e-11,-0.2244198160906173,-0.17888082724012389,1.7139818287162923e-11,1.9018325780180167e-11,4.047723732501926e-11,4.917115054031755e-11,6.482682848935895e-12,3.826226311435046e-09
10,P3,5.258937862890456e-07,3.493578141857585e-11,-0.4535260032807789,-0.031030803890688574,1.4470595334350004e-11,7.36741157602757e-12,1.3419191560835207e-11,3.7393614007438834e-11,3.473333278778157e-12,1.9148533661074946e-09
10,Pz,-2.7498006050862846e-07,2.8773917202383273e-11,-0.2782022565595796,0.006320372270922636,1.0435077385135254e-11,1.1058798298961731e-11,2.2297547969527038e-11,2.4306493492300186e-11,1.7013235831804438e-12,1.4988481054506573e-09
10,PO3,-2.1551997708712807e-07,6.480558768577701e-11,-0.2313916787496719,-0.3658844354163744,2.862787606272795e-11,1.2713026039337444e-11,3.423405521866321e-11,5.473768211115039e-11,5.120223139092323e-12,3.2648214456020746e-09
10,O1,3.060695412571417e-07,9.017228098094616e-11,-0.0698223605475171,-0.4403481868855317,4.4863668027772316e-11,1.5352475814660605e-11,5.135007336227949e-11,6.02969690713086e-11,7.787413080677247e-12,4.706892968405191e-09
10,Oz,9.064264733430119e-07,9.674591313195445e-11,-0.02768895966579329,-0.3411056499294376,3.1410085588619994e-11,2.2290219438785606e-11,6.200094075410689e-11,6.033615726163819e-11,6.698954023726543e-12,4.714165219040156e-09
10,O2,8.141130017964137e-07,1.0262934655492494e-10,-0.15657817043547065,0.03556190287484151,6.580745544959438e-11,2.517890527009518e-11,9.0830904065081e-11,6.959714477199905e-11,5.3140091328931874e-12,6.139478916966692e-09
10,PO4,-4.818477689998597e-08,8.071241805681628e-11,-0.32042883254885113,0.014082636049038921,4.872093611975948e-11,1.7926688468330907e-11,6.511849954385027e-11,6.31884502118129e-11,3.4059270437632857e-12,4.5004025877223615e-09
10,P4,1.7107473167334529e-07,5.825849523285114e-11,-0.2198478043136062,-0.06457019543678122,2.4752787817729504e-11,1.1940164640563668e-11,3.4447428659406473e-11,5.100948810821643e-11,2.4797023851932152e-12,2.951743724974111e-09
10,P8,3.685019541491074e-07,7.914032387714732e-11,-0.17698085275976638,-0.28611562747942587,3.570558671658805e-11,1.7593708281551403e-11,4.661667374621151e-11,6.594156562836795e-11,4.340388267471849e-12,4.186695342043849e-09
10,CP6,2.4347680054109676e-07,5.3468177218354516e-11,-0.2014645338436623,-0.011832734008875967,3.4956929951149944e-11,1.3801555459058941e-11,2.316580059370805e-11,6.235515859556734e-11,3.0154622765782508e-12,3.059735101961624e-09
10,CP2,-2.9003245146333116e-07,2.231634957396363e-11,-0.3809121560781637,0.342927783837506,1.230555110658244e-11,7.80722158426144e-12,1.7027711305514786e-11,2.5059517713041877e-11,1.1460148899179213e-12,1.3667475888484296e-09
10,C4,5.091485517517404e-07,3.59119600066973e-11,-0.14140782359303905,0.1974046192843515,2.4668386518943916e-11,1.0885275525531376e-11,2.1211744134809927e-11,4.0724278390395804e-11,1.665896964536695e-12,2.2321182542989186e-09
10,T8,6.169803040320462e-07,6.04586131480149e-11,-0.10760629416709859,-0.129269173212875,1.947915920862217e-11,1.9992550610188092e-11,2.7876314440305804e-11,6.143723729310742e-11,1.3054538410171887e-11,3.179913268763023e-09
10,FC6,1.036959776097139e-07,3.14186491596167e-11,0.05142896169137645,-0.02559597775727429,2.3824494311519047e-11,1.1462331316912108e-11,1.0669798838211165e-11,2.8459596088543798e-11,5.256365498964128e-12,1.749160793478843e-09
10,FC2,-6.224744369936353e-07,1.837399876109729e-11,0.44142737316325226,0.20549142055900793,1.3394505030973026e-11,4.9761248432729294e-12,7.063723066927169e-12,1.0174375793190982e-11,1.218666920618904e-12,1.1890082040500178e-09
10,F4,5.278715232853319e-07,2.954872573571524e-11,0.08655481614157194,0.23491298539063799,1.474547854972057e-11,4.233289395584315e-12,6.7125806184815765e-12,2.2950951515341656e-11,7.570367235748408e-12,1.412256437772034e-09
10,F8,-8.418977682588556e-08,3.92947033577324e-11,0.09016188915292642,-0.14508446774039063,2.5448075451389578e-11,1.346979065120545e-11,1.0165210602377902e-11,3.645584621164189e-11,6.669115560901595e-12,2.0616130943687707e-09
10,AF4,3.641224919192783e-07,2.881251714298953e-11,0.022972141120370337,0.09337044665805294,1.2748341957018664e-11,4.495808292970708e-12,5.125741914916146e-12,2.660582150169157e-11,1.0680381020643102e-11,1.5393742808724663e-09
10,Fp2,6.971585472600542e-10,1.4684475141342703e-11,0.20613134373413414,0.09920020326948853,7.722840990649601e-12,6.348387115773821e-12,7.262855215953105e-12,1.0229651941359825e-11,4.9683074287132925e-12,7.809937169557931e-10
10,Fz,-4.173863379030598e-07,1.3352849487679463e-11,0.600264837485782,0.620532003334191,6.424656477755446e-12,5.591633171809868e-12,9.387704287483787e-12,6.627887976479019e-12,1.8200711486094676e-12,8.51253330070496e-10
10,Cz,3.9733764755246726e-07,1.32443965493963e-11,0.18233673791863447,0.6668857836402964,5.374255373835584e-12,2.308668414361778e-12,4.176435462792389e-12,1.066000169168051e-11,5.962988579491184e-13,7.378550440948413e-10
10,EXG1,-3.241301867990664e-08,1.1142200357516847e-10,-0.03735125571461194,-0.3183983292543422,1.9069048204915623e-11,2.3898610857931606e-11,4.761015062004488e-11,5.754794006512268e-11,6.213068973774852e-12,5.046879050916354e-09
11,Fp1,-7.081673418219671e-07,3.327112342074072e-11,0.1386800623903535,0.9094109049783792,3.592767257757109e-12,2.0604410193763704e-12,8.385040750536861e-12,4.12766851206211e-11,1.898217917081767e-11,1.7537716174389248e-09
11,AF3,-6.410939844050607e-07,2.040406356939186e-11,-0.01778155063591824,0.18323538074519918,4.8791954716529626e-12,5.555839397188145e-12,8.14013573804799e-12,1.7895212917852677e-11,3.755998899519786e-12,1.0277542150916292e-09
11,F7,-6.868360571470766e-07,5.625776019907508e-11,0.2211427683672646,-0.42558735041543727,9.874657996108595e-12,1.0415474740226649e-11,1.5809726345754257e-11,3.692871084821419e-11,5.894196243106031e-12,2.0869691955125096e-09
11,F3,-2.533561558532422e-07,4.047942759799694e-11,-0.08574504513021454,-0.17702466993805155,1.2297308921234608e-11,5.8389314922883096e-12,5.8774019644323035e-12,3.3753017091045653e-11,5.913129200865068e-12,1.9153395815054405e-09
11,FC1,-7.292178701035476e-07,1.3759923957671621e-11,-0.052376439145777574,-0.47484746667022737,6.074475829564151e-12,3.0615737788450473e-12,3.034881898923093e-12,7.914009236951333e-12,1.7177992761469915e-12,6.783309635428183e-10
11,FC5,-9.373973611897391e-07,2.965010353758456e-11,0.1231269307427084,-0.4624240304928784,1.0264619261761122e-11,8.057179833825499e-12,6.368232232045398e-12,2.8119652466347238e-11,1.721158812033483e-12,1.398612268446638e-09
11,T7,-3.269474558274302e-07,4.093821434500135e-11,0.11047381655085502,-0.5046588964798504,1.174284530020536e-11,1.1920906173921792e-11,1.168777941520078e-11,4.734121840129469e-11,3.863025914336168e-12,2.0363099958701726e-09
11,C3,-6.064852352507479e-07,1.3509333780233347e-11,0.0209155805712842,-0.18045858510061752,6.913988806109583e-12,2.424860597231436e-12,1.4252051117235367e-12,4.65533632105552e-12,9.51066826092228e-13,6.074425338443253e-10
11,CP1,-1.269955268830653e-07,1.5497591098465674e-11,0.05379113596529957,-0.39588558973254306,9.55221385124944e-12,4.469620216676226e-12,2.781777874380692e-12,7.750905334519171e-12,9.151154635293926e-13,6.847221329247294e-10
11,CP5,-3.6440331438379503e-07,3.11306608729072e-11,0.026007801603401954,-0.07836280721631006,2.184773938552878e-11,7.20210285314698e-12,7.477854144207564e-12,2.3527911489067475e-11,2.3452410436478737e-12,1.4230237803619645e-09
11,P7,-5.225051549265428e-07,5.500114804784124e-11,0.0002068512659390452,-0.6068588340087917,2.2025640107242445e-11,2.2025621337040175e-11,9.975324442879728e-12,4.492525887399942e-11,5.865587843579949e-12,2.616281612397318e-09
11,P3,-1.0233636957888203e-06,3.834518828873842e-11,0.19011066381898145,-0.6212287203705036,2.5609107180985655e-11,9.789802920008725e-12,1.0513796514794129e-11,3.003436759419657e-11,2.897883176030353e-12,1.7681786514833218e-09
11,Pz,-3.834899307693475e-07,2.6727541999339742e-11,0.04683684751377841,0.46058434748602695,8.894867587297007e-12,9.528629039846917e-12,3.9017914603999255e-12,2.271258752555695e-11,2.051942856767883e-12,1.0744320711820296e-09
11,PO3,-5.234574366505878e-07,6.53468568133296e-11,0.24982333355624423,-0.3809077611343543,3.68580097328647e-11,1.4010484978291715e-11,2.019112971578525e-11,5.385035983117284e-11,4.261627735834368e-12,2.9580431302847767e-09
11,O1,-6.702686455501008e-07,7.366770356792568e-11,0.21708060875329635,-0.24735799295251004,3.413877734722668e-11,2.0855912715147692e-11,2.7301404952093103e-11,6.394208546193558e-11,6.385730534201928e-12,3.413374743283439e-09
11,Oz,-6.900919254141028e-07,7.85741225426476e-11,0.24404004302580046,-0.2444643569427054,3.180107206216067e-11,2.2480816909848967e-11,3.887781055441041e-11,5.917316828236222e-11,6.567422997789744e-12,3.5018567458341724e-09
11,O2,-1.8673953945809824e-06,8.648227141566954e-11,0.3250501129803608,-0.2546708048303161,3.506902641452285e-11,2.4613025644674924e-11,4.394579288786608e-11,4.732839275397226e-11,4.664269652339863e-12,3.793216562294963e-09
11,PO4,-5.585849663806884e-07,7.1992802600291e-11,0.20892732039550477,-0.20106977684968141,4.693032272667981e-11,1.6289842506706324e-11,2.171601231190517e-11,4.079205069314641e-11,2.957437291728483e-12,3.468789262018369e-09
11,P4,4.4987794610159913e-07,4.293322769187119e-11,0.07444695857202763,-0.07644597360147642,1.3564048021496757e-11,1.0838133660453628e-11,8.519391350234642e-12,3.6765592286087305e-11,2.8474711914788184e-12,1.7485334370561678e-09
11,P8,-5.60285377260107e-07,6.245840531301504e-11,0.20014522131956364,-0.08647348135436728,3.019288163412891e-11,1.7021965332654874e-11,2.0226267865181113e-11,4.011523550488706e-11,2.6734684078680566e-12,2.598997281582196e-09
11,CP6,-6.254059047445641e-07,5.2014171266794253e-11,0.08256953760397719,0.12192967952841904,2.4393358569871183e-11,1.5158203590277577e-11,1.8930800863130208e-11,3.488712944414061e-11,3.4666699915229426e-12,2.267241280659696e-09
11,CP2,-5.462086447658768e-08,2.2272773367131955e-11,-0.002096848094244485,-0.24974863767018185,1.5883941976334154e-11,6.875921661443979e-12,4.850991782465245e-12,1.3725749293696054e-11,1.1493765627828767e-12,1.0309270804610977e-09
11,C4,-5.890603342576436e-07,3.5290074113603505e-11,-0.15949830100935902,-0.09306096675180608,1.4270251783106109e-11,6.588790185200226e-12,2.0367512219150616e-11,2.1785743329586016e-11,3.714811590206012e-12,1.6319763874152335e-09
11,T8,-3.186624806239817e-07,7.017615415764589e-11,-0.028537356183524442,0.04813522801381209,6.027526590723515e-11,1.4827193825242358e-11,2.328229030301666e-11,4.213029086792693e-11,1.1555432538898487e-11,3.5639466208241913e-09
11,FC6,-3.1467659960253584e-07,4.060073846208879e-11,0.24598707768562034,0.5292685694607155,2.4200606370145568e-11,1.3373436642943921e-11,1.7104280282003484e-11,3.3642826555292816e-11,3.86682701905897e-12,2.146659297087333e-09
11,FC2,6.437957285139292e-07,2.2837514321420584e-11,0.2339728104984831,-0.17944861211787577,1.151869905310485e-11,4.563539574356328e-12,7.615902166393902e-12,2.267214837716577e-11,1.7577753032017337e-12,1.2751803569158836e-09
11,F4,-4.838811482361216e-07,4.0034813094421597e-11,0.2724244868007224,-0.181262159435716,1.4097955924108191e-11,8.989517122741339e-12,1.0990750362444408e-11,4.5491476536620635e-11,1.0924870480499291e-11,2.1874028821345703e-09
11,F8,-5.263892930408813e-07,4.786194791293712e-11,0.3242774279286817,-0.2102544224448124,3.0218099777274513e-11,1.328284730862133e-11,2.0291192020585697e-11,3.6119964767315476e-11,3.701092745661831e-12,2.3226184201547287e-09
11,AF4,-8.145055823465956e-07,3.263183710867003e-11,0.2552215018262542,0.45068218597687704,1.2441419290216106e-11,5.615411883664763e-12,9.516823620764167e-12,3.5891828674034895e-11,1.6995389810323476e-11,1.908299701173377e-09
11,Fp2,-2.0062958401831705e-07,1.8668821221157474e-11,0.09031123023446848,-0.6615173111488257,6.5664294432433335e-12,2.7764029094968414e-12,8.31804206877951e-12,1.7720045788948785e-11,4.804614015990431e-12,8.972946522321487e-10
11,Fz,-4.635392487996834e-07,2.0347519470224163e-11,0.11212046751987009,-0.08324998463650335,6.4258151552775846e-12,6.570402448773284e-12,7.58336517049782e-12,1.660508292936957e-11,2.232792794547538e-12,9.949256341702922e-10
11,Cz,-7.415796167928109e-08,1.2246506994655107e-11,-0.06773781038838134,-0.3828809042822301,6.320094717169269e-12,2.5167638317756917e-12,3.1922054085864687e-12,7.869475174355055e-12,4.4687786195400404e-13,4.879449233343639e-10
11,EXG1,-1.561036930003017e-07,7.298814607440473e-11,0.26545672748951543,-0.5791083093729776,3.411419802017851e-11,4.797811918424111e-11,2.213104019328303e-11,6.266618854962959e-11,7.579225142238382e-12,3.941021366458867e-09
12,Fp1,5.512661943926701e-08,3.068113081567348e-11,0.15186542306467546,-0.016361424289145443,5.492290301406523e-12,3.2123485456783954e-12,4.79471061314972e-12,3.109802093944871e-11,1.129515150676345e-11,1.3808972585920166e-09
12,AF3,4.7424844981119465e-07,2.7169355575292026e-11,0.07613439474987344,-0.0386767604138063,1.2890241375857285e-11,5.875172159473612e-12,6.155541524845489e-12,1.6321268245099322e-11,6.271154634118286e-12,1.0724582444876793e-09
