epoch,channel,mean,variance,skewness,kurtosis,delta_power,theta_power,alpha_power,beta_power,gamma_power,entropy
1,T8,1.2075523222980128e-06,6.860694696645086e-11,0.01982237065559476,-0.26630909175041273,1.5263518563569834e-11,1.1550097678935416e-11,1.7949601805788135e-11,4.6339302568106174e-11,7.599115023846571e-12,2.1708658172784934e-09
1,FC6,7.250990969527142e-07,4.473315451325426e-11,0.12281023190667449,-0.6048665706587859,1.7474146318758215e-11,1.2629883396577341e-11,1.0763098165485419e-11,2.809615994126129e-11,4.312848338715931e-12,1.6578635910360195e-09
1,FC2,5.118036561634099e-07,2.024395934057004e-11,0.08976420476891885,0.33605875794941076,1.0439465644262202e-11,3.6152562188673523e-12,7.662463616150438e-12,1.2572726526687341e-11,2.17839635700592e-12,8.376449589620305e-10
1,F4,1.6573440898261745e-07,3.482237923785647e-11,-0.07500476547706851,-0.4545869560120952,7.317143375195132e-12,8.42501570656178e-12,1.0841397437147515e-11,2.80242882874281e-11,6.7925986142263126e-12,1.4044937822271834e-09
1,F8,1.416296465265012e-06,4.590696213664823e-11,0.0237387104403563,-0.41076920489141155,1.0612679884647123e-11,8.322505137892866e-12,1.3034082493564645e-11,3.6170628100058976e-11,3.435048546534716e-12,1.5953449374344796e-09
1,AF4,4.329687605285653e-07,3.7914975787647296e-11,-0.017763108970432383,-0.2635832559451159,1.306307124315773e-11,3.1876282351482565e-12,8.66124380377681e-12,2.2945014190134646e-11,1.2374006068415518e-11,1.4770565045744548e-09
1,Fp2,2.2086210919161292e-07,2.1729584820044817e-11,0.17250522520986264,-0.588841909816054,8.770520743467179e-12,2.3093149589709018e-12,5.752676659999671e-12,1.1339591573811061e-11,3.988032389538103e-12,9.535665535033425e-10
1,Fz,2.7641593757097348e-08,1.9890343465708158e-11,0.10097851286937015,-0.4233254370323314,4.220943856099612e-12,3.3467964661256257e-12,7.414636100663683e-12,9.688889611268104e-12,1.3294930632533002e-12,7.239308494421484e-10
1,Cz,2.3357787433726898e-07,9.035732479867038e-12,0.3056277885593406,-0.13172458486938998,7.003376871990158e-12,1.4980871359534983e-12,5.731375021162399e-12,8.623053952050135e-12,7.721540063846633e-13,5.376111228084474e-10
1,EXG1,1.745017858405962e-06,7.159928290387463e-11,0.06730031135914943,-0.11965382637778976,3.433570888772041e-11,1.5817945216948107e-11,3.597221875234599e-11,3.1966455656679394e-11,6.7948638373405425e-12,2.92190753031598e-09
2,Fp1,-5.161480187505886e-07,2.2293766360689813e-11,-0.013505851045763335,0.11595802374236985,5.3068103148527326e-12,3.1479163999491637e-12,3.228809363368544e-12,1.96699355866435e-11,8.312703172434314e-12,1.1280379304134944e-09
2,AF3,-9.474959735269949e-07,1.8571143491613957e-11,0.2563101995438678,0.17606816045944385,1.0835087216596272e-11,2.8471375990673952e-12,3.4576463310325274e-12,1.2193025177503557e-11,9.833237592234394e-12,8.903327247782088e-10
2,F7,-5.978410476246739e-07,4.4961248394598965e-11,0.5104195276089378,0.5547950110725308,3.68302807016794e-11,9.388508323681169e-12,1.1728819624430091e-11,3.182489352105547e-11,3.0327813238712756e-12,2.3534341503235185e-09
2,F3,-1.1253510330009103e-06,2.7628638049277968e-11,0.12402468201230712,0.31369194165501435,2.1876732111013186e-11,4.743526141882889e-12,3.351223593167672e-12,1.8632962813032572e-11,6.476142140126543e-12,1.3966542268334488e-09
2,FC1,-1.068582301431684e-06,1.0820596826622616e-11,0.18613628977726518,0.13939213013058005,7.2223687710793684e-12,9.299576373892045e-13,8.784060678601195e-13,6.437969538960037e-12,4.822456238470088e-13,3.7899541846278384e-10
2,FC5,-1.6437898600234642e-06,3.053062307459939e-11,0.11259490070655236,-0.6193800297102752,2.7350639967341842e-11,6.2751358027500555e-12,7.2670393132370746e-12,9.829642215106444e-12,2.365737837183274e-12,1.350641899973228e-09
2,T7,-1.1494553938880372e-06,5.529840063128391e-11,0.2903303314755989,0.002938200730024043,3.379071696928044e-11,1.1670980566319877e-11,1.3865237582285443e-11,2.2566513494596633e-11,4.179181540966001e-12,2.875196641365821e-09
2,C3,-1.648962948328645e-06,1.6140734387244874e-11,-0.23383350364254257,-0.6161352481043703,8.04277830999599e-12,1.0582009500968898e-12,1.392686222858586e-12,5.272440502632782e-12,5.149291734209387e-13,6.648771767683861e-10
2,CP1,-1.4060158584397667e-06,1.8601818049202604e-11,-0.25866613759833723,-0.3443140768475548,6.113736054427693e-12,4.051658769609508e-12,6.871221164519224e-12,1.2465714431851531e-11,8.703406920002683e-13,7.252791481358216e-10
2,CP5,-1.4664950955601532e-06,3.469355887783466e-11,0.0798413440602889,-0.4459186132504631,1.5731558140723318e-11,9.205936782931758e-12,1.3925910909746474e-11,2.382785234093048e-11,1.193460944817629e-12,1.617710467737897e-09
2,P7,-1.5918021174356438e-06,5.391086544981742e-11,0.27202401865582904,0.1419326511750989,9.193884842813485e-12,2.9584611429189636e-11,4.846808531140456e-11,4.374933640678848e-11,4.827579341903973e-12,3.127129123925498e-09
2,P3,-1.4877948684993837e-06,3.631327946284049e-11,0.07706693933983103,-0.3203815339530416,6.4428676238955905e-12,1.8403598182518755e-11,2.975500735581322e-11,3.325847904804782e-11,2.1320001816545884e-12,1.9967646208770666e-09
2,Pz,-1.23370983825955e-06,2.6281997602618048e-11,0.10732649804831944,-0.5535977467143223,8.323917133853054e-12,1.1614725902560512e-11,1.465388374572904e-11,2.2044640090086372e-11,1.849002612263846e-12,1.2165247745528455e-09
2,PO3,-6.234522877478256e-07,5.253112049245933e-11,0.11445315800148553,-0.1585144830843368,8.71936209635596e-12,2.7004949769076762e-11,6.717939109575907e-11,4.391202740095534e-11,3.5426567897299387e-12,3.1322428813114373e-09
2,O1,-1.2350070684952467e-06,6.563644149458728e-11,-0.1013387678716478,0.021911759254675367,1.3307234749816832e-11,2.922662578251169e-11,6.140425290877346e-11,4.7104331505781676e-11,4.888188033805241e-12,3.300416293495713e-09
2,Oz,-1.3228332744823923e-06,6.760602689376914e-11,-0.4799684507419334,0.10905106200655457,2.0668359248317062e-11,3.790865393815854e-11,3.753119261375996e-11,3.889832870307043e-11,3.37666540467874e-12,2.8252280771037023e-09
2,O2,-1.6701670899136242e-06,7.374942652690536e-11,-0.3886667687700599,-0.06701141178712211,1.8445212512834577e-11,4.7539128374133654e-11,4.3400311450280664e-11,4.503550832619944e-11,3.859938132497639e-12,3.1915105944208757e-09
2,PO4,-1.8798461817278545e-06,6.142171672101913e-11,-0.22224328856139908,-0.5914986632727457,1.894108544357457e-11,2.964959985343362e-11,4.0525813807137846e-11,3.104972550691346e-11,3.287959114891406e-12,2.658890991573304e-09
2,P4,-1.3964357858222915e-06,5.119835642769002e-11,-0.16644088891560055,-0.27142837467074,2.444167981330266e-11,1.745172257533553e-11,2.6847762938534536e-11,2.5475246757951942e-11,2.3698208053885027e-12,2.095460410250727e-09
2,P8,-1.6482559570501907e-06,5.224289117205747e-11,-0.18766950152309766,-0.25221514583442817,2.3274129170800246e-11,2.97623514784718e-11,2.734133428180291e-11,2.5585736161383215e-11,5.137222325528961e-12,2.270656999062351e-09
2,CP6,-1.0171403892707908e-06,5.052323224039803e-11,-0.16100159236736553,-0.44696031763393274,2.5692234504314882e-11,2.0848330330048247e-11,2.4583483553687662e-11,2.0595449968019164e-11,3.856787031289849e-12,1.930318162840655e-09
2,CP2,-1.1162619369076955e-06,2.5152199330731975e-11,-0.29015816510212344,-0.11120573777817322,1.261670342035721e-11,1.0063527301348174e-11,8.970338718913153e-12,1.3581694139760181e-11,1.2466096127116937e-12,9.942323776916289e-10
2,C4,-1.3180030632519456e-06,3.527579122510131e-11,-0.570881451249553,0.24447917203189373,1.2493607408147518e-11,1.0961776476997269e-11,1.3184231878009706e-11,1.4414252374561116e-11,1.879816356998635e-12,1.118239000070515e-09
2,T8,-1.8331704346508103e-06,6.184263796011656e-11,-0.2055776733252132,-0.24102288843153286,3.610234590246892e-11,3.053325756631071e-11,1.344556856399244e-11,2.8143300452687455e-11,1.2995911006825189e-11,2.6814364550582697e-09
2,FC6,-1.3608666095625454e-06,3.652353021008379e-11,-0.1968703118367676,-0.09138559835968518,1.7452360208803516e-11,1.593476294849598e-11,1.0173654777913546e-11,1.669062004612119e-11,3.394756575476845e-12,1.3598875664435128e-09
2,FC2,-1.2212822736223926e-06,2.0595953537941216e-11,-0.22036522486038138,0.3219759993600646,1.1567191385332827e-11,4.700398230808338e-12,5.9093683176175925e-12,1.0443084887160705e-11,9.195063675565405e-13,8.13048383042476e-10
2,F4,-1.3219467398116774e-06,2.7136076075999803e-11,-0.09968971264744034,0.006833007306986882,6.413189697271351e-12,7.578757105232616e-12,5.21226696948131e-12,2.4741547854777007e-11,6.821103762099989e-12,1.3129254550513434e-09
2,F8,-1.6094327037620122e-06,4.005715198871737e-11,0.005183997191163633,-0.054284029577559956,1.6818143656570553e-11,1.754255497026894e-11,7.131471632671119e-12,2.8360997357074063e-11,6.345982503135681e-12,1.7927132163189482e-09
2,AF4,-1.1272931025152749e-06,2.6719521833230276e-11,-0.060860628773806456,-0.34725539313976794,1.5112626673629735e-11,7.294916147912231e-12,3.943408725282366e-12,1.7805497198788994e-11,1.570885277529848e-11,1.3530872491275073e-09
2,Fp2,-9.68140410278308e-07,1.7714646300027985e-11,-0.1700547781421632,-0.6231876487249348,4.339239304947965e-12,4.084188086973675e-12,1.929273523251149e-12,9.92078922776828e-12,4.741659409320976e-12,6.23085156033796e-10
2,Fz,-8.710060797323393e-07,1.5018537970712856e-11,-0.22232671773043275,0.12197992429217575,9.685212276770353e-12,3.544371891048337e-12,3.675544132079162e-12,9.549791264733437e-12,7.684434662897707e-13,6.373747281910784e-10
2,Cz,-9.452069795624331e-07,1.7875528603502778e-11,-0.15598825290647103,-0.31256918384869614,5.1265915007122045e-12,3.1291160480349727e-12,3.3970165652695017e-12,8.66110988492648e-12,7.784214684768441e-13,5.248601622639133e-10
2,EXG1,-1.9206963217235036e-06,5.911464729341208e-11,-0.3353660052094144,0.18972134343428726,1.156604975940688e-11,1.6353434279192267e-11,2.2222666362503883e-11,3.624328657926832e-11,5.0411834021747524e-12,2.225605004257457e-09
3,Fp1,5.144105158281286e-07,2.8552626709710504e-11,0.06122046144050942,-0.1334417846837277,3.1900404592390568e-12,5.041207172561528e-12,6.933337406372762e-12,3.176692453303572e-11,1.4062704301927242e-11,1.4108913115713285e-09
3,AF3,8.061513941243079e-07,1.9153724625655664e-11,-0.2980339836867749,-0.3330483500349004,4.003486281243033e-12,6.068797025613812e-12,7.103744663243939e-12,2.116261780577514e-11,6.928342507331688e-12,1.0316428790193678e-09
3,F7,8.455964858889158e-07,4.2396187833705813e-11,0.06663030812798093,-0.08857817179865624,8.900891990769859e-12,1.128221671526172e-11,1.622251730502447e-11,5.423288576168413e-11,5.297819346598717e-12,2.1089490520937777e-09
3,F3,9.474807553374443e-07,2.092306871864911e-11,-0.38905913968258354,-0.11332420677978217,3.6219080831387746e-12,9.530703245600324e-12,1.1437495644760518e-11,1.4060252671218795e-11,2.6293182150643788e-12,8.879026938352138e-10
3,FC1,7.74597022725158e-07,2.2801026743825466e-11,0.3595425063575063,-0.5161453238109024,1.1834436418513652e-11,6.853810869965434e-12,6.207879409675506e-12,6.6747201268278015e-12,1.049855292695338e-12,1.0005559897426813e-09
3,FC5,1.2358482642617317e-06,2.573892906176163e-11,0.001932945482694798,-0.4886909792946419,5.165584770376225e-12,1.153950392373319e-11,1.534282334751698e-11,1.568572052811058e-11,2.2736379078104376e-12,1.1881852566585675e-09
3,T7,1.2378299186608972e-06,5.1008754517041997e-11,0.2636554695976625,-0.462876231222789,9.395707618300604e-12,3.000027152018757e-11,3.467776637133194e-11,3.269891852590653e-11,4.2904584343749276e-12,2.3400977352795463e-09
3,C3,6.548092329330618e-07,1.2512413769282126e-11,0.026437717144089202,-0.3663048762493384,5.581172625765733e-12,3.355133806611064e-12,3.5083384327309846e-12,4.277602515313327e-12,6.994516228366884e-13,6.02321484706618e-10
3,CP1,5.195357973922706e-07,1.868940973475749e-11,-0.19332569992960635,0.00878969920422401,8.702783026386567e-12,1.0194869527145141e-11,1.2097537355434629e-11,1.4068690234933042e-11,8.648842031763074e-13,1.0313374816584612e-09
3,CP5,1.001811013008769e-06,4.1880352873481e-11,0.14161241177482398,0.040136037854050066,1.7136210104254117e-11,2.3284929130436842e-11,2.2084551027845423e-11,2.417793861142839e-11,2.06969767189574e-12,2.163325655435592e-09
3,P7,8.257291687524401e-07,8.01452851583452e-11,0.4160578120624958,0.7303642029828392,1.9328918697620158e-11,9.342385101431907e-11,6.40730469643897e-11,5.954968866039491e-11,7.826128019673453e-12,5.504685010620751e-09
3,P3,4.561090523116861e-07,4.724429899262578e-11,0.09542495431833478,0.7800444727341072,2.0547689068775273e-11,4.539393340461723e-11,4.013327778929532e-11,2.6665598045422228e-11,2.0409964411010733e-12,2.9536696056501487e-09
3,Pz,3.59202251476562e-07,4.064648960074551e-11,0.0753081492942025,-0.0465742738597128,9.749318682846062e-12,2.3653940898640755e-11,3.9287717541794436e-11,3.121305225021124e-11,1.552698113165064e-12,2.388387378275321e-09
3,PO3,-9.086109619057347e-07,8.911336288809864e-11,0.03538217006148269,1.0722537445890925,2.174510959283108e-11,9.960427780172888e-11,1.1411061795877968e-10,4.868775829367104e-11,3.181890958710898e-12,6.393897361027163e-09
3,O1,9.140881400000034e-08,1.0244549541390714e-10,0.41912851581597876,1.223987114236773,2.1769865667192097e-11,1.211213059552364e-10,1.3503276731073694e-10,6.378133989837814e-11,4.350340537759544e-12,7.517072467289896e-09
3,Oz,4.781530805517741e-07,1.013847274111093e-10,0.27932002868598094,0.860681446578504,3.228014270227857e-11,1.1159919802660273e-10,1.1197121361037449e-10,6.342461890492793e-11,3.2572724940962817e-12,7.312877940039629e-09
3,O2,8.149942483466181e-07,1.1126560371461657e-10,0.5527008773496427,1.1159128354560215,2.966283020454214e-11,1.214233505190679e-10,1.3786443929610534e-10,8.111235309641564e-11,2.864802614909919e-12,8.218190535788069e-09
3,PO4,1.3590037959670276e-06,8.693568973305274e-11,0.2287389728565383,1.2918257602628378,2.3227319314590006e-11,8.461248744095225e-11,1.0966191605952047e-10,7.419521309080527e-11,2.6011548220668467e-12,6.4230474574336e-09
3,P4,6.452815478821748e-07,6.80721253197071e-11,0.4312530524955986,0.9005703976733526,2.1783906183531177e-11,4.636853849367225e-11,6.594350123532489e-11,5.958417144300352e-11,2.1659206244162626e-12,4.286774047420353e-09
